Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17285][2019 USDM WRX MT COBB Custom Features][Reflash: Stage1+BigSF 91 v302.ptm - Realtime: Stage1+BigSF 91 v302.ptm]
23.633,0.14,13.15,13.34,1.000,0.00,0.00,397,438,4,81,6.22,-10.86,201,23.14,1.49,1.000,6.25,3.91,14.91,4.7,14.07,189,24.00,1.56,61,1.14,2438,8.2,0.00,0
23.707,0.14,13.15,13.34,1.000,0.00,0.00,404,438,4,81,6.22,-10.90,201,23.46,1.39,1.000,7.03,3.91,14.87,5.1,14.07,189,24.00,1.56,61,1.14,2434,7.8,0.00,0
23.765,0.14,13.15,13.34,1.000,0.00,0.00,399,438,4,81,6.21,-10.94,201,23.14,1.40,1.000,7.03,3.91,14.81,4.7,14.07,189,24.00,1.56,61,1.14,2438,7.8,0.00,0
23.826,0.14,13.15,13.34,1.000,0.00,0.00,400,438,4,81,6.19,-10.86,201,23.23,1.36,1.000,7.03,3.91,14.77,5.1,14.07,189,24.00,1.56,61,1.12,2432,7.8,0.00,0
23.885,0.14,13.15,13.34,1.000,0.00,0.00,413,438,4,81,6.19,-10.89,201,23.25,1.42,1.000,7.03,3.91,14.65,4.7,14.07,189,24.00,1.56,61,1.08,2430,8.2,0.00,0
23.945,0.14,13.15,13.34,1.000,0.00,0.00,413,438,4,81,6.17,-10.83,201,22.98,1.34,1.000,7.03,3.91,14.64,4.7,14.07,189,24.00,1.56,61,1.14,2432,7.8,0.00,0
24.005,0.14,13.15,13.34,1.000,0.00,0.00,414,438,4,81,6.12,-10.69,201,23.34,1.23,1.000,7.81,3.91,14.56,4.7,14.07,189,24.00,1.55,61,1.12,2424,7.8,0.00,0
24.061,0.14,13.15,13.34,1.000,0.00,0.00,403,438,4,81,6.10,-10.73,201,22.83,1.23,1.000,7.81,3.91,14.53,4.7,14.07,189,24.00,1.55,61,1.16,2424,7.8,0.00,0
24.132,0.14,13.15,13.34,1.000,0.00,0.00,400,438,4,81,6.10,-10.80,201,23.61,1.23,1.000,7.81,3.91,14.46,5.1,14.07,189,24.00,1.55,61,1.10,2423,8.2,0.00,0
24.201,0.14,13.15,13.34,1.000,0.00,0.00,397,438,4,81,6.11,-10.78,201,23.65,1.33,1.000,7.81,3.91,14.41,5.1,14.07,189,24.00,1.55,61,1.08,2421,8.2,0.00,0
24.270,0.14,13.15,13.34,1.000,0.00,0.00,409,438,4,81,6.11,-10.70,201,24.19,1.28,1.000,8.59,3.91,14.37,5.1,14.07,189,24.00,1.55,61,1.16,2417,8.2,0.00,0
24.357,0.14,13.15,13.34,1.000,0.00,0.00,405,438,4,81,6.09,-10.76,201,24.46,1.32,1.000,8.59,3.91,14.33,5.1,14.07,189,24.00,1.55,61,1.12,2416,8.2,0.00,0
24.422,0.14,13.15,13.34,1.000,0.00,0.00,412,438,4,81,6.13,-10.59,200,24.70,1.21,1.000,9.38,3.91,14.27,5.1,14.07,189,24.00,1.55,61,1.14,2415,8.2,0.00,0
24.492,0.14,13.15,13.34,1.000,0.00,0.00,414,438,4,81,6.13,-10.76,200,23.23,1.18,1.000,9.38,3.91,14.16,4.7,14.07,189,24.00,1.54,61,1.16,2414,7.8,0.00,0
24.563,0.14,13.15,13.34,1.000,0.00,0.00,408,438,4,81,6.07,-10.77,200,23.01,1.27,1.000,9.38,3.91,14.13,4.7,14.07,189,24.00,1.54,61,1.10,2409,7.8,0.00,0
24.624,0.14,13.15,13.34,1.000,0.00,0.00,409,438,4,81,6.01,-10.63,200,22.58,1.10,1.000,9.38,3.91,14.11,4.7,14.07,189,24.00,1.54,61,1.14,2404,7.8,0.00,0
24.687,0.14,13.15,13.34,1.000,0.00,0.00,404,438,4,81,5.99,-10.72,200,22.77,1.18,1.000,10.16,3.91,14.07,4.7,14.07,189,24.00,1.54,61,1.16,2410,7.8,0.00,0
24.742,0.14,13.15,13.34,1.000,0.00,0.00,433,438,4,81,5.96,-10.78,200,22.30,1.11,1.000,10.16,3.91,14.04,4.7,14.07,189,24.00,1.54,61,1.10,2406,7.8,0.00,0
24.814,0.14,13.15,13.34,1.000,0.00,0.00,418,438,4,81,5.90,-10.82,200,21.58,1.24,1.000,10.16,3.91,14.00,4.3,14.07,189,24.00,1.54,61,1.16,2403,7.8,0.00,0
24.873,0.14,13.15,13.34,1.000,0.00,0.00,421,438,4,81,5.86,-10.74,200,21.83,1.24,1.000,10.94,3.91,13.95,4.3,14.07,189,24.00,1.54,61,1.12,2404,7.8,0.00,0
24.934,0.14,13.15,13.34,1.000,0.00,0.00,431,438,4,81,5.81,-10.70,200,21.12,1.10,1.000,10.94,3.91,13.94,3.9,14.07,189,24.00,1.54,61,1.06,2399,7.5,0.00,0
24.999,0.14,13.18,13.39,1.000,0.00,0.00,434,438,4,81,5.70,-10.91,200,20.11,1.07,0.670,10.94,3.91,13.90,3.9,14.07,189,29.00,1.54,61,1.10,2398,7.5,0.00,0
25.058,0.13,13.18,13.39,1.000,0.00,0.00,431,438,4,81,5.53,-10.89,200,20.16,1.10,0.172,10.94,3.91,13.87,3.9,14.07,189,29.00,1.53,61,1.06,2394,7.5,0.00,0
25.112,0.13,13.18,13.39,1.000,0.00,0.00,422,438,4,81,5.40,-10.88,200,20.14,1.24,0.000,11.72,3.91,13.84,3.9,14.07,189,29.50,1.53,61,1.02,2396,7.1,0.00,0
25.188,0.13,13.18,13.39,1.000,0.00,0.00,423,438,4,81,5.17,-10.92,200,20.41,1.20,0.000,11.72,3.91,13.82,3.9,14.07,189,29.50,1.53,61,1.06,2392,7.1,0.00,0
25.243,0.12,13.18,13.39,1.000,0.00,0.00,463,438,4,81,5.07,-10.93,200,20.70,1.25,0.000,11.72,3.91,13.79,4.3,14.07,189,29.50,1.53,61,1.10,2391,7.1,0.00,0
25.324,0.12,13.18,13.39,1.000,0.00,0.00,431,438,4,81,5.00,-10.93,200,20.19,1.37,0.000,12.50,3.91,13.87,3.9,14.07,189,29.50,1.53,61,1.08,2390,7.1,0.00,0
25.379,0.12,13.18,13.39,1.000,0.00,0.00,429,438,4,81,4.96,-10.88,200,20.24,1.23,0.000,13.28,3.91,13.95,3.9,14.07,189,29.50,1.02,61,1.02,2385,7.1,0.00,0
25.437,0.12,13.18,13.39,1.000,0.00,0.00,417,438,4,81,4.93,-10.90,200,20.76,1.25,0.000,13.28,3.91,13.98,3.9,14.07,189,29.50,1.53,61,1.06,2385,7.1,0.00,0
25.497,0.12,13.18,13.39,1.000,0.00,0.00,424,438,4,81,4.92,-10.94,200,19.94,1.18,0.000,14.06,3.91,13.97,3.9,14.07,189,29.50,1.53,61,1.06,2387,7.1,0.00,0
25.551,0.12,13.18,13.39,1.000,0.00,0.00,437,438,4,81,4.86,-10.86,200,21.06,1.31,0.000,14.06,3.91,13.96,4.3,14.07,189,29.50,1.02,61,1.04,2380,7.1,0.00,0
25.642,0.12,13.18,13.39,1.000,0.00,0.00,413,438,4,81,4.88,-10.90,200,20.52,1.26,0.000,14.84,3.91,13.96,3.9,14.07,189,29.50,1.02,61,1.04,2382,7.1,0.00,0
