Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),Dyn. Adv. Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (°),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-17285][2019 USDM WRX MT COBB Custom Features][Reflash: Stage1+BigSF 91 v302.ptm - Realtime: Stage1+BigSF 91 v302.ptm]
7.812,0.09,14.20,13.25,1.000,0.00,0.00,356,438,2,68,7.35,-11.89,198,0.00,1.00,1.000,0.00,1.56,17.29,0.0,14.07,190,9.50,2.00,59,1.24,4641,8.2,0.00,0
7.868,0.09,14.24,13.25,1.000,0.00,0.00,372,438,3,68,7.09,-11.95,198,0.00,1.03,1.000,0.00,3.12,18.97,0.0,14.07,190,9.50,1.94,59,1.28,4542,7.8,0.00,0
7.942,0.09,14.29,13.25,1.000,0.00,0.00,388,438,3,68,6.93,-12.01,198,0.00,0.92,1.000,0.00,3.91,21.52,0.0,14.07,190,9.50,1.91,59,1.26,4430,7.8,0.00,0
7.998,0.09,14.37,13.39,1.000,0.00,0.00,398,438,3,68,6.74,-11.87,198,0.00,0.80,1.000,0.00,3.91,22.20,0.0,14.07,190,9.50,1.86,59,1.26,4332,7.8,0.00,0
8.073,0.09,14.45,13.84,1.000,0.00,0.00,413,438,3,68,6.64,-11.90,198,0.00,0.91,1.000,0.00,3.91,22.20,0.0,14.07,190,9.50,1.80,59,1.24,4221,7.8,0.00,0
8.132,0.09,14.53,14.20,1.000,0.00,0.00,419,438,3,68,6.62,-12.00,199,0.00,0.90,1.000,0.00,3.91,22.20,0.0,14.07,190,9.50,1.78,59,1.24,4126,7.8,0.00,0
8.189,0.09,14.61,14.59,1.000,0.00,0.00,430,438,3,68,6.58,-11.91,199,0.00,1.05,1.000,0.00,3.91,22.20,0.0,14.07,190,17.00,1.71,59,1.26,4017,7.8,0.00,0
8.264,0.09,14.39,13.30,1.000,0.00,0.00,373,438,3,68,6.48,-11.83,199,5.20,1.17,1.000,0.00,3.91,22.20,2.0,14.07,190,17.00,1.68,59,1.22,3872,7.8,0.00,0
8.321,0.09,14.40,13.30,1.000,0.00,0.00,395,438,3,68,6.44,-11.94,199,10.65,1.49,1.000,0.00,3.91,22.20,4.7,14.07,190,18.50,1.61,59,1.22,3747,7.8,0.00,0
8.380,0.10,14.40,13.30,1.000,0.00,0.00,401,438,3,70,6.73,-11.80,199,38.78,3.17,1.000,0.00,3.91,22.20,8.6,14.07,190,19.50,1.58,59,1.26,3651,9.0,0.00,0
8.450,0.16,14.40,13.30,1.000,0.00,0.00,423,438,3,70,9.97,-11.04,199,64.78,4.09,1.000,0.00,3.91,22.20,11.4,14.07,190,21.50,2.27,59,1.54,3518,13.7,0.00,0
8.531,0.27,14.40,13.07,1.000,0.00,0.00,437,438,3,70,17.15,-9.79,199,100.01,5.46,1.000,0.00,3.91,22.20,16.5,14.07,190,23.00,2.98,59,1.84,3501,17.3,0.00,0
8.586,0.39,14.40,13.02,1.000,0.00,0.00,784,876,3,70,24.04,-8.66,199,116.55,5.36,1.000,0.00,3.91,22.20,19.2,14.07,190,24.00,3.75,59,1.92,3547,18.4,0.00,0
8.646,0.49,14.44,13.20,1.000,0.00,0.00,1064,1035,3,70,29.83,-7.68,199,131.76,5.32,1.000,0.00,3.91,19.67,21.6,14.07,190,11.50,3.82,59,2.08,3584,21.2,0.00,0
8.706,0.57,14.44,13.30,1.000,0.00,0.00,1301,1234,3,70,34.68,-5.73,199,169.32,5.87,1.000,0.00,3.91,15.00,25.1,14.07,190,13.00,4.57,59,2.12,3534,23.1,0.00,0
8.766,0.69,14.42,14.31,1.000,0.00,0.00,1530,1513,3,72,41.96,-3.74,199,224.61,7.77,1.000,-1.56,3.91,13.93,31.8,14.07,190,25.50,4.50,59,2.44,3518,29.4,1.18,0
8.821,0.81,14.41,14.31,1.000,0.00,0.00,1768,1712,3,72,49.91,-1.92,199,253.60,8.99,1.000,-2.34,3.91,14.27,39.2,14.07,190,24.50,4.54,59,2.54,3570,31.8,9.02,0
8.882,0.88,14.41,14.31,1.000,0.00,0.00,1875,1831,3,72,53.82,-1.56,199,266.25,9.90,1.000,0.00,3.91,14.58,45.5,14.07,190,16.00,5.33,59,2.56,3559,34.9,16.08,0
8.938,1.03,14.40,14.25,1.000,0.00,0.00,2011,1951,3,72,61.31,-0.22,199,279.80,10.06,1.000,0.00,3.91,14.51,54.1,14.07,190,20.00,5.28,59,2.64,3543,45.1,18.82,0
9.021,1.12,14.39,14.36,1.000,0.00,0.00,2091,2030,3,72,68.24,0.46,199,288.54,10.26,1.000,0.00,3.91,14.27,58.4,14.07,190,14.00,6.11,59,2.76,3597,65.9,22.35,0
9.075,1.19,14.39,14.36,1.000,0.00,0.00,2037,2084,3,72,71.76,2.16,199,289.35,9.94,1.000,-1.56,3.91,14.05,58.8,14.07,190,14.00,6.90,59,2.88,3592,77.3,23.14,0
9.130,1.25,14.43,14.59,1.000,0.00,0.00,2176,2084,3,72,74.50,2.43,199,290.58,8.89,1.000,-1.56,3.91,14.33,59.6,14.07,190,12.50,7.63,59,2.94,3577,80.0,23.53,0
9.201,1.38,13.88,14.42,1.000,0.00,0.00,2137,2150,3,72,83.52,3.30,199,291.99,8.03,1.000,1.56,3.91,14.79,60.4,14.07,190,11.00,7.72,59,2.96,3625,99.6,23.92,0
9.282,1.49,13.45,13.63,1.000,0.00,0.00,2106,2150,3,72,91.43,4.99,199,292.08,7.35,1.000,4.69,3.91,14.48,60.8,14.07,190,9.00,9.33,59,3.14,3644,99.6,23.92,0
9.332,1.60,13.12,13.11,1.000,0.00,0.00,2193,2150,3,72,97.66,5.99,199,291.90,5.56,1.000,3.91,3.91,13.65,60.4,14.07,190,8.50,10.08,59,3.20,3646,99.6,23.92,0
9.396,1.69,12.65,12.59,1.000,0.00,0.00,2211,2150,3,72,104.36,6.73,199,292.73,4.21,1.000,3.12,4.69,13.04,61.2,14.07,190,6.00,11.76,59,3.24,3678,99.6,24.31,0
9.450,1.84,12.44,12.34,1.000,0.00,0.00,2220,2150,3,72,112.08,8.76,199,292.73,3.96,1.000,3.12,5.47,12.58,61.2,14.07,190,4.50,13.37,59,3.24,3691,99.6,24.31,0
9.521,1.98,12.21,12.14,1.000,0.00,0.00,2239,2150,3,73,123.15,9.99,199,292.88,1.90,1.000,0.00,5.47,11.89,61.6,14.07,190,4.00,14.23,59,3.40,3723,99.6,24.31,0
9.597,2.08,12.10,11.98,1.000,0.00,0.00,2167,2150,3,73,130.55,11.45,199,294.43,0.39,1.000,-0.78,5.47,11.97,62.7,14.07,190,3.00,14.39,59,3.50,3748,99.6,24.71,0
9.655,2.16,11.90,11.76,1.000,0.00,0.00,2253,2150,3,73,137.82,11.99,199,294.88,-0.54,1.000,1.56,6.25,11.88,62.7,14.07,190,3.00,16.02,59,3.54,3762,99.6,24.71,0
9.710,2.25,11.82,11.65,1.000,0.00,0.00,2143,2150,3,73,142.12,13.66,200,295.30,-1.67,1.000,-0.78,6.25,11.41,63.1,14.07,190,2.50,17.81,59,3.56,3794,99.6,24.31,0
9.786,2.33,11.71,11.47,1.000,0.00,0.00,2215,2150,3,73,149.33,14.83,200,294.86,-2.91,1.000,-1.56,6.25,11.58,63.1,14.07,190,2.50,17.91,59,3.54,3834,99.6,21.57,0
9.843,2.29,11.65,11.37,1.000,0.00,0.00,2288,2150,3,73,147.43,15.42,200,294.75,-3.69,1.000,0.00,6.25,11.40,63.1,14.07,190,2.50,18.83,59,3.58,3845,99.6,19.61,0
9.899,2.38,11.65,11.37,1.000,0.00,0.00,2256,2150,3,73,154.01,15.51,200,294.41,-3.72,1.000,-1.56,6.25,11.47,63.1,14.07,190,3.00,18.91,59,3.66,3872,99.6,18.43,0
9.976,2.34,11.65,11.40,1.000,0.00,0.00,2058,2150,3,73,153.09,15.00,200,294.70,-3.39,1.000,-1.56,6.25,11.46,63.1,14.07,190,1.50,19.12,59,3.56,3911,99.6,19.61,0
10.031,2.33,11.65,11.40,1.000,0.00,0.00,2008,2150,3,73,152.46,14.15,200,294.55,-2.79,1.000,-2.34,6.25,11.41,63.1,14.07,190,2.50,18.45,59,3.52,3929,99.6,19.22,0
10.098,2.25,11.65,11.37,1.000,0.00,0.00,2139,2150,3,73,149.49,13.83,200,294.60,-1.93,1.000,-2.34,6.25,11.53,63.5,14.07,190,3.00,18.49,59,3.58,3969,99.6,19.22,0
10.175,2.25,11.73,11.51,1.000,0.00,0.00,2183,2150,3,72,151.53,13.11,200,294.56,-1.38,1.000,-3.12,6.25,11.32,63.5,14.07,190,2.50,18.71,59,3.52,3993,99.6,21.18,0
10.232,2.22,11.76,11.20,1.000,0.00,0.00,2151,2150,3,72,150.50,12.52,200,294.79,-0.93,1.000,0.00,6.25,11.50,63.9,14.07,190,3.00,17.95,59,3.56,4008,99.6,21.57,0
10.298,2.21,11.75,11.17,1.000,0.00,0.00,2183,2150,3,72,150.26,12.34,200,294.69,-0.47,1.000,0.00,6.25,11.09,63.9,14.07,190,3.50,18.94,59,3.54,4051,99.6,21.96,0
10.349,2.17,11.81,11.23,1.000,0.00,0.00,2090,2150,3,72,147.79,12.21,200,294.71,0.08,1.000,0.00,6.25,10.93,63.9,14.07,190,4.00,18.20,59,3.52,4069,99.6,22.35,0
10.423,2.15,11.80,11.20,1.000,0.00,0.00,2099,2150,3,72,147.29,11.74,200,295.59,0.07,1.000,0.00,6.25,10.98,64.7,14.07,190,4.00,18.29,57,3.44,4099,99.6,22.35,0
10.486,2.13,11.85,11.27,1.000,0.00,0.00,2217,2150,3,72,147.46,11.42,200,295.50,0.77,1.000,0.00,6.25,11.09,64.7,14.07,190,4.50,19.35,59,3.52,4124,99.6,22.35,0
10.545,2.17,11.80,11.17,1.000,0.00,0.00,2109,2150,3,72,149.89,11.80,200,295.88,-0.04,1.000,0.00,6.25,11.04,65.1,14.07,190,4.50,19.41,59,3.62,4137,99.6,22.75,0
10.606,2.20,11.83,11.17,1.000,0.00,0.00,2192,2150,3,72,153.45,11.36,200,295.77,-0.34,1.000,0.00,6.25,10.71,65.1,14.07,190,5.00,20.45,57,3.62,4183,99.6,22.75,0
10.667,2.20,11.83,11.17,1.000,0.00,0.00,2130,2150,3,72,154.30,11.73,200,296.16,-0.48,1.000,0.00,6.25,10.76,65.5,14.07,190,4.50,19.66,57,3.60,4191,99.6,22.35,0
10.722,2.20,11.76,11.07,1.000,0.00,0.00,2210,2150,3,72,155.29,11.82,200,295.91,-0.41,1.000,0.00,6.25,10.74,65.1,14.07,190,4.50,20.64,57,3.68,4225,99.6,22.35,0
10.783,2.24,11.78,11.07,1.000,0.00,0.00,2207,2150,3,72,159.13,12.30,200,295.54,-0.55,1.000,0.00,6.25,10.66,65.1,14.07,190,4.50,20.73,57,3.62,4248,99.6,21.96,0
10.845,2.22,11.71,11.04,1.000,0.00,0.00,2297,2150,3,72,157.87,12.30,200,295.26,-1.05,1.000,0.00,6.25,10.65,65.1,14.07,190,4.50,20.88,57,3.62,4254,99.6,21.96,0
10.901,2.26,11.68,10.97,1.000,0.00,0.00,2166,2150,3,72,162.84,12.44,200,295.26,-0.81,1.000,0.00,6.25,10.70,65.1,14.07,190,5.00,20.96,57,3.66,4298,99.6,21.96,0
10.990,2.29,11.70,10.97,1.000,0.00,0.00,2117,2150,3,72,165.27,12.38,200,295.50,-1.25,1.000,0.00,6.25,10.48,65.5,14.07,190,4.50,21.19,57,3.66,4318,99.6,20.78,0
11.056,2.29,11.70,10.94,1.000,0.00,0.00,2103,2150,3,72,168.39,11.92,200,295.70,-0.85,1.000,0.00,6.25,10.62,65.9,14.07,190,4.00,21.28,57,3.70,4358,99.6,21.18,0
11.117,2.31,11.63,10.97,1.000,0.00,0.00,2210,2150,3,72,170.39,12.84,200,295.70,-1.63,1.000,0.00,6.25,10.26,65.9,14.07,190,3.50,21.50,57,3.74,4383,99.6,20.39,0
11.172,2.29,11.65,10.97,1.000,0.00,0.00,2122,2150,3,72,169.88,11.76,200,295.00,-1.11,1.000,0.00,6.25,10.27,65.5,14.07,190,4.00,22.43,57,3.68,4391,99.6,20.00,0
11.233,2.30,11.67,10.88,1.000,0.00,0.00,2125,2150,3,72,169.30,12.77,200,295.16,-2.01,1.000,0.00,6.25,10.35,65.5,14.07,190,3.50,22.59,57,3.70,4414,99.6,19.22,0
11.288,2.26,11.67,10.94,1.000,0.00,0.00,2160,2150,3,72,169.02,12.70,200,294.60,-1.32,1.000,0.00,6.25,10.37,65.5,14.07,190,4.00,23.66,57,3.74,4445,99.6,19.61,0
11.369,2.28,11.65,10.91,1.000,0.00,0.00,2077,2150,3,72,169.78,11.84,200,294.61,-0.98,1.000,0.00,6.25,10.43,65.5,14.07,190,4.50,22.89,57,3.74,4473,99.6,20.00,0
11.424,2.29,11.68,10.97,1.000,0.00,0.00,2139,2150,3,72,171.02,11.69,200,294.33,-0.91,1.000,0.00,6.25,10.46,65.5,14.07,190,4.50,21.95,57,3.74,4481,99.6,20.00,0
11.485,2.26,11.68,11.00,1.000,0.00,0.00,2161,2150,3,72,170.89,11.71,200,294.00,-0.91,1.000,0.00,6.25,10.48,65.5,14.07,190,5.00,22.17,57,3.72,4527,99.6,20.00,0
11.541,2.25,11.73,10.94,1.000,0.00,0.00,2305,2150,3,72,171.19,11.63,200,293.66,-0.81,1.000,0.00,6.25,10.40,65.5,14.07,190,4.50,23.20,57,3.72,4542,99.6,19.61,0
11.612,2.22,11.75,10.97,1.000,0.00,0.00,2173,2150,3,72,169.57,12.21,200,293.04,-1.19,1.000,0.00,6.25,10.50,65.1,14.07,190,5.50,22.32,57,3.70,4560,99.6,18.82,0
11.673,2.24,11.73,11.00,1.000,0.00,0.00,2049,2150,3,72,172.52,12.15,200,292.71,-1.68,1.000,0.00,6.25,10.52,65.1,14.07,190,5.00,23.53,57,3.72,4598,99.6,18.04,0
11.732,2.24,11.73,11.00,1.000,0.00,0.00,2102,2150,3,72,170.90,11.27,200,291.10,-0.66,1.000,0.00,6.25,10.42,64.3,14.07,190,5.00,22.54,57,3.76,4611,92.9,18.82,0
11.793,2.22,11.76,11.00,1.000,0.00,0.00,2065,2150,3,72,173.23,11.96,200,289.68,-1.70,1.000,0.00,6.25,10.44,63.1,14.07,190,5.00,22.74,57,3.76,4636,77.6,16.86,0
11.848,2.20,11.76,11.04,1.000,0.00,0.00,2049,2150,3,72,170.42,11.10,200,273.60,-2.66,1.000,0.00,6.25,10.43,49.0,14.07,190,5.00,22.77,57,3.72,4648,55.7,16.47,0
11.929,1.80,12.13,11.69,1.000,0.00,0.00,2184,2150,3,72,140.44,7.74,200,135.00,-11.82,1.000,0.00,6.25,10.23,0.0,14.07,190,7.00,20.92,57,3.52,4662,22.4,0.00,0
12.000,1.14,13.25,13.16,1.000,0.00,0.00,1352,438,3,72,87.76,-0.16,201,105.00,-6.06,1.000,0.00,5.47,10.15,0.0,14.07,190,14.50,15.84,57,2.30,4625,21.2,0.00,0
12.045,0.87,14.15,13.20,1.000,0.00,0.00,668,438,3,72,66.98,-3.40,201,75.00,-3.79,1.000,0.00,3.91,12.25,0.0,14.07,190,13.50,12.83,57,2.30,4604,18.0,0.00,0
12.102,0.67,14.20,13.25,1.000,0.00,0.00,556,438,3,72,53.05,-5.64,201,0.00,-5.28,1.000,0.00,3.91,13.38,0.0,14.07,190,13.50,12.83,57,2.12,4680,16.5,0.00,0
12.161,0.47,14.22,13.25,1.000,0.00,0.00,533,438,3,72,35.89,-8.98,201,0.00,-2.47,1.000,0.00,3.91,13.85,0.0,14.07,190,-6.00,9.91,57,1.46,4620,8.2,0.00,0
12.220,0.32,14.24,13.11,1.000,0.00,0.00,438,438,3,72,23.96,-10.41,201,0.00,-0.71,1.000,0.00,3.91,13.75,0.0,14.07,190,-5.50,9.80,57,1.16,4542,7.8,0.00,0
12.291,0.23,14.28,13.02,1.000,0.00,0.00,330,438,3,70,16.87,-11.19,201,0.00,-0.05,1.000,0.00,3.91,14.48,0.0,14.07,190,-5.00,9.56,57,1.10,4435,7.8,0.00,0
12.360,0.17,14.37,13.44,1.000,0.00,0.00,386,438,3,70,12.26,-11.37,201,0.00,0.34,1.000,0.00,3.91,16.77,0.0,14.07,190,-4.00,9.29,57,1.12,4328,6.7,0.00,0
12.442,0.13,14.41,13.78,1.000,0.00,0.00,366,438,3,70,9.83,-11.53,201,0.00,0.70,1.000,0.00,3.91,16.80,0.0,14.07,190,-3.50,9.05,57,1.14,4225,7.8,0.00,0
12.492,0.12,14.49,14.09,1.000,0.00,0.00,347,438,4,70,8.63,-11.83,201,0.00,0.75,1.000,0.00,3.91,16.89,0.0,14.07,190,-3.00,8.91,57,1.18,4134,7.8,0.00,0
12.553,0.10,14.57,14.47,1.000,0.00,0.00,331,438,4,70,7.77,-11.81,201,0.00,0.78,1.000,0.00,3.91,18.68,0.0,14.07,190,-2.00,8.65,57,1.18,4046,7.8,0.00,0
12.613,0.10,14.61,14.70,1.000,0.00,0.00,355,438,4,70,7.21,-11.78,201,0.00,0.72,1.000,0.00,3.91,20.73,0.0,14.07,190,-2.00,8.53,59,1.18,3956,7.8,0.00,0
12.673,0.10,14.62,14.70,1.000,0.00,0.00,370,438,4,70,6.85,-11.76,201,0.00,0.72,1.000,0.00,3.91,22.20,0.0,14.07,190,-2.00,8.27,59,1.18,3864,7.5,0.00,0
12.733,0.10,14.62,14.70,1.000,0.00,0.00,382,438,4,70,6.59,-11.65,201,0.00,0.69,1.000,0.00,3.91,22.20,0.0,14.07,190,-2.00,8.15,59,1.22,3776,7.5,0.00,0
12.792,0.10,14.62,14.70,1.000,0.00,0.00,398,438,4,70,6.45,-11.75,201,0.00,0.50,1.000,0.00,3.91,22.20,0.0,14.07,190,-2.00,7.90,59,1.20,3691,7.5,0.00,0
12.852,0.10,14.62,14.70,1.000,0.00,0.00,409,438,4,70,6.34,-11.57,201,0.00,0.50,1.000,0.00,3.91,22.20,0.0,14.07,190,-2.00,7.78,59,1.20,3610,7.5,0.00,0
12.909,0.10,14.62,13.30,1.000,0.00,0.00,419,438,4,70,6.23,-11.49,201,1.45,0.39,1.000,0.00,3.91,22.20,0.0,14.07,190,-2.00,7.54,59,1.20,3515,7.5,0.00,0
12.984,0.10,14.41,13.30,1.000,0.00,0.00,389,438,4,70,6.20,-11.52,201,6.01,0.66,1.000,0.00,3.91,22.20,1.6,14.07,190,17.50,7.26,59,1.24,3404,7.5,0.00,0
13.042,0.10,14.41,13.30,1.000,0.00,0.00,310,438,4,70,6.61,-11.38,201,6.86,0.64,1.000,0.00,3.91,22.20,2.4,14.07,190,18.50,1.45,59,1.22,3435,7.8,0.00,0
13.102,0.12,14.41,13.30,1.000,0.00,0.00,334,438,4,70,7.00,-11.46,201,7.68,0.83,1.000,0.00,3.91,22.20,2.7,14.07,190,6.00,1.48,59,1.24,3497,7.8,0.00,0
13.162,0.12,14.41,13.30,1.000,0.00,0.00,372,438,4,70,7.00,-11.57,201,6.36,0.94,1.000,0.00,3.91,22.20,2.0,14.07,190,21.50,1.48,59,1.22,3454,7.5,0.00,0
13.221,0.12,14.41,13.30,1.000,0.00,0.00,370,438,4,70,7.02,-11.70,201,5.66,1.00,1.000,0.00,3.91,22.20,1.2,14.07,190,23.50,1.46,59,1.26,3418,7.5,0.00,0
13.291,0.12,14.41,13.30,1.000,0.00,0.00,378,438,4,72,7.18,-11.72,201,0.00,0.63,1.000,0.00,3.91,22.20,0.0,14.07,190,24.00,1.46,59,1.26,3440,7.5,0.00,0
13.363,0.12,14.41,13.30,1.000,0.00,0.00,364,438,4,72,7.06,-11.75,201,0.00,0.65,1.000,0.00,3.91,22.20,0.0,14.07,190,24.50,1.47,59,1.20,3444,7.5,0.00,0
13.423,0.12,14.41,13.30,1.000,0.00,0.00,354,438,4,72,6.92,-11.87,201,0.00,0.64,1.000,0.00,3.91,22.20,0.0,14.07,190,22.50,1.46,59,1.22,3414,7.5,0.00,0
13.493,0.12,14.43,14.64,1.000,0.00,0.00,388,438,4,72,6.98,-11.85,201,0.00,0.55,1.000,0.00,3.91,22.20,0.0,14.07,190,21.50,1.46,59,1.18,3431,7.5,0.00,0
13.549,0.12,14.49,14.36,1.000,0.00,0.00,373,438,4,72,6.90,-11.77,201,0.00,0.59,1.000,0.00,3.91,20.49,0.0,14.07,190,20.00,1.46,59,1.24,3418,7.5,0.00,0
13.623,0.12,14.57,14.15,1.000,0.00,0.00,388,438,4,72,6.90,-11.72,201,0.00,0.52,1.000,0.00,3.91,19.38,0.0,14.07,190,18.00,1.45,59,1.22,3403,7.5,0.00,0
13.702,0.12,14.62,13.99,1.000,0.00,0.00,420,438,4,72,7.00,-11.67,201,0.00,0.43,1.000,0.00,3.91,18.51,0.0,14.07,190,17.00,1.46,59,1.22,3419,7.5,0.00,0
13.781,0.12,14.62,13.84,1.000,0.00,0.00,422,438,4,72,6.95,-11.65,201,0.00,0.46,1.000,0.00,3.91,18.11,0.0,14.07,190,17.00,1.45,59,1.24,3390,7.1,0.00,0
13.839,0.12,14.62,13.73,1.000,0.00,0.00,435,438,4,72,6.96,-11.63,201,0.00,0.39,1.000,0.00,3.91,18.06,0.0,14.07,190,17.00,1.45,59,1.16,3389,7.1,0.00,0
13.924,0.12,14.62,13.63,1.000,0.00,0.00,446,438,4,72,6.91,-11.59,201,0.00,0.33,1.000,0.00,3.91,18.46,0.0,14.07,190,17.00,1.44,59,1.20,3376,7.1,0.00,0
13.992,0.12,14.62,13.59,1.000,0.00,0.00,457,438,4,72,6.88,-11.48,201,0.00,0.22,1.000,0.00,3.91,19.54,0.0,14.07,190,17.00,1.43,59,1.20,3354,7.1,0.00,0
14.054,0.12,14.62,13.49,1.000,0.00,0.00,467,438,4,72,6.95,-11.38,201,0.00,0.37,1.000,0.00,3.91,21.74,0.0,14.07,190,17.00,1.43,59,1.24,3360,7.1,0.00,0
14.109,0.12,14.62,13.49,1.000,0.00,0.00,472,438,4,73,6.97,-11.58,201,0.00,0.29,1.000,0.00,3.91,22.20,0.0,14.07,190,17.00,1.43,59,1.24,3360,7.1,0.00,0
14.194,0.12,14.62,13.44,1.000,0.00,0.00,483,438,4,73,6.94,-11.58,201,0.00,0.28,1.000,0.00,3.91,22.20,0.0,14.07,190,17.00,1.42,59,1.22,3329,7.1,0.00,0
14.264,0.12,14.62,13.34,1.000,0.00,0.00,494,438,4,73,7.02,-11.44,201,0.00,0.25,1.000,0.00,3.91,22.20,0.0,14.07,190,17.00,1.42,59,1.24,3324,7.1,0.00,0
14.324,0.12,14.62,13.34,1.000,0.00,0.00,499,438,4,73,7.06,-11.33,201,0.00,0.17,1.000,0.00,3.91,22.20,0.0,14.07,190,17.00,1.42,59,1.24,3319,7.1,0.00,0
14.405,0.12,14.64,13.30,1.000,0.00,0.00,504,438,4,73,7.05,-11.58,201,0.00,0.31,0.713,0.00,3.91,22.20,0.0,14.07,190,17.00,1.41,59,1.24,3296,7.1,0.00,0
14.450,0.12,14.64,13.25,1.000,0.00,0.00,515,438,4,73,7.01,-11.41,201,0.00,0.21,0.483,0.00,3.91,22.20,0.0,14.07,190,17.00,1.40,59,1.20,3278,7.1,0.00,0
14.527,0.12,14.62,13.25,1.000,0.00,0.00,520,438,4,73,7.00,-11.39,201,0.00,0.30,0.583,0.00,3.91,22.20,0.0,14.07,190,12.00,1.40,59,1.22,3266,7.1,0.00,0
14.583,0.12,14.62,13.20,1.000,0.00,0.00,531,438,4,73,7.00,-11.53,201,0.00,0.30,0.643,0.00,3.91,22.20,0.0,14.07,190,12.00,1.39,59,1.20,3261,7.1,0.00,0
14.639,0.12,14.62,13.20,1.000,0.00,0.00,531,438,4,73,6.99,-11.34,201,0.00,0.24,0.751,0.00,3.91,22.20,0.0,14.07,190,12.00,1.39,59,1.20,3249,7.1,0.00,0
14.722,0.12,14.62,13.16,1.000,0.00,0.00,541,438,4,73,6.97,-11.57,201,0.00,0.36,0.821,0.00,3.91,22.20,0.0,14.07,190,12.00,1.38,59,1.18,3232,7.1,0.00,0
14.771,0.13,14.62,13.11,1.000,0.00,0.00,547,438,4,73,6.96,-11.29,201,0.00,0.15,0.881,0.00,3.91,22.20,0.0,14.07,190,12.00,1.38,59,1.22,3218,7.1,0.00,0
14.837,0.13,14.62,13.11,1.000,0.00,0.00,552,438,4,73,6.96,-11.43,201,0.00,0.25,0.941,0.00,3.91,22.20,0.0,14.07,190,12.00,1.37,59,1.20,3203,7.1,0.00,0
14.896,0.13,14.62,13.11,1.000,0.00,0.00,557,438,4,73,6.99,-11.41,201,0.00,0.27,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.36,59,1.20,3192,7.1,0.00,0
14.957,0.13,14.62,13.07,1.000,0.00,0.00,563,438,4,75,6.96,-11.37,201,0.00,0.24,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.36,59,1.18,3189,7.1,0.00,0
15.016,0.13,14.62,13.07,1.000,0.00,0.00,568,438,4,75,6.92,-11.53,201,0.00,0.36,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.36,59,1.18,3174,7.1,0.00,0
15.075,0.13,14.62,13.02,1.000,0.00,0.00,573,438,4,75,6.92,-11.34,201,0.00,0.22,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.35,59,1.20,3153,7.1,0.00,0
15.134,0.13,14.62,13.02,1.000,0.00,0.00,579,438,4,75,6.98,-11.34,201,0.00,0.22,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.34,59,1.22,3149,7.1,0.00,0
15.193,0.13,14.62,13.02,1.000,0.00,0.00,584,438,4,75,6.99,-11.44,202,0.00,0.28,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.34,59,1.20,3135,7.1,0.00,0
15.251,0.13,14.62,12.98,1.000,0.00,0.00,589,438,4,75,7.00,-11.46,202,0.00,0.35,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.33,59,1.22,3117,7.1,0.00,0
15.332,0.13,14.62,12.98,1.000,0.00,0.00,595,438,4,75,7.02,-11.23,202,0.00,0.12,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.33,59,1.20,3106,7.1,0.00,0
15.406,0.13,14.62,12.93,1.000,0.00,0.00,601,438,4,75,7.04,-11.34,202,0.00,0.22,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.32,59,1.22,3098,7.1,0.00,0
15.465,0.13,14.62,12.89,1.000,0.00,0.00,606,438,4,75,6.98,-11.38,201,0.00,0.26,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.31,59,1.18,3082,7.1,0.00,0
15.520,0.13,14.62,12.89,1.000,0.00,0.00,610,438,4,75,6.92,-11.48,201,0.00,0.37,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.31,59,1.16,3068,7.1,0.00,0
15.602,0.13,14.62,12.89,1.000,0.00,0.00,621,438,4,75,6.83,-11.42,201,0.00,0.35,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.30,59,1.14,3049,7.1,0.00,0
15.676,0.13,14.62,12.93,1.000,0.00,0.00,626,438,4,75,6.79,-11.34,201,0.00,0.25,1.000,0.00,3.91,22.20,0.0,14.07,190,12.00,1.30,59,1.16,3040,7.1,0.00,0
